id,Model,Year,Vehicle_Age,Nightly Price,Amenity Count,Has Bathroom,Has Generator,Instant Book,sleeps,length,review_score,City,State,lat,lng
1573983,Chevrolet Kuga Campervan,2013,12,60.0,1,1,0,False,3,19.0,0.0,Hayward,CA,37.65,-122.13
1449771,Chevy Kuga Campervan,2013,12,60.0,1,1,0,False,3,19.0,0.0,Hayward,CA,37.65,-122.13
1757202,Winnebago Solis 59P,2022,3,179.0,2,0,1,True,4,19.9,100.0,Campbell,CA,37.29,-121.97
1670066,Winnebago Era 70B,2018,7,213.0,3,1,1,True,2,24.0,98.0,Tiburon,CA,37.88,-122.46
1619360,Winnebago Revel 44E,2020,5,226.0,2,1,1,False,5,19.0,100.0,San Jose,CA,37.25,-121.89
1751994,Winnebago Solis 59PX,2025,0,250.0,2,1,1,False,4,21.0,100.0,Tracy,CA,37.68,-121.45
1600931,Roadtrek Roadtrek Zion Slumber,2021,4,374.0,2,1,1,False,5,20.9,100.0,Pacifica,CA,37.6,-122.51
1717743,Entegra Coach Ethos 20T,2023,2,189.0,3,1,1,True,2,20.0,100.0,Oakdale,CA,37.79,-120.82
1594899,Winnebago Solis 59PX,2023,2,192.0,2,1,1,False,4,21.0,95.714,Folsom,CA,38.65,-121.15
1669566,Dodge ProMaster 2500,2018,7,185.0,3,1,1,True,3,17.0,100.0,Valley Springs,CA,38.18,-120.93
1649610,Winnebago Solis 59PX,2023,2,216.0,1,0,1,False,4,21.0,80.0,Rancho Cordova,CA,38.55,-121.2
1683968,Thor Motor Coach Synergy 19P,2022,3,206.0,1,0,0,True,2,20.0,100.0,Rocklin,CA,38.78,-121.22
1689579,Hymer Carado Banff,2017,8,240.0,3,1,1,True,3,20.0,100.0,Rocklin,CA,38.78,-121.22
1736863,Hymer Van One Sunlight,2017,8,232.0,1,1,0,False,3,20.0,0.0,Rocklin,CA,38.78,-121.22
1660106,Midwest Automotive Designs Passage MD4 Lounge 170 EXT,2022,3,220.0,1,0,1,False,3,24.0,0.0,Elk Grove,CA,38.42,-121.37
1743222,Winnebago Revel 44E,2023,2,215.0,2,0,1,True,3,19.0,0.0,Sacramento,CA,38.57,-121.31
1753902,Winnebago Revel 44E,2020,5,242.0,3,1,1,True,3,20.0,0.0,Sacramento,CA,38.57,-121.31
1753934,Coachmen RV Beyond 22C AWD,2021,4,238.0,3,1,1,True,2,22.17,0.0,Sacramento,CA,38.57,-121.31
1635333,Pleasure Way Rekon 4x4,2022,3,200.0,0,0,0,False,2,19.0,100.0,Carmichael,CA,38.61,-121.33
1603262,Leisure Travel Free Spirit Free Spirit SS,2013,12,275.0,1,0,1,False,2,22.0,0.0,Sonora,CA,37.96,-120.29
1700338,Mercedes-Benz Custom Sprinter Short Wheelbase Custom Conversion,2024,1,275.0,0,0,0,False,2,19.0,0.0,Rancho Cordova,CA,38.61,-121.25
1585211,Thor Motor Coach Scope 18M,2022,3,220.0,2,1,1,False,2,18.0,100.0,Citrus Heights,CA,38.68,-121.27
1648917,Gulf Stream RV BT Cruiser 5210,2020,5,225.0,1,0,1,False,2,22.0,0.0,Auburn,CA,38.94,-121.17
1732518,Chrysler Chrysler Town Country,2013,12,90.0,1,0,1,False,2,17.5,100.0,Sacramento,CA,38.62,-121.5
1716685,Mercedes-Benz Mercedes-Benz Sprinter 2500,2024,1,299.0,2,0,1,True,3,23.0,0.0,Rancho Cordova,CA,38.61,-121.25
1716186,Mercedes-Benz Custom Sprinter Custom Sprinter Campervan,2024,1,299.0,1,1,0,False,4,23.0,0.0,Rancho Cordova,CA,38.61,-121.25
1716193,Mercedes-Benz Sprinter Custom Campervan,2024,1,299.0,0,0,0,False,2,23.0,0.0,Rancho Cordova,CA,38.61,-121.25
1695999,Mercedes Benz Mercedes Benz Sprinter 2500,2023,2,275.0,1,1,0,False,2,19.0,0.0,Rancho Cordova,CA,38.61,-121.25
1641352,Winnebago Solis 59PX,2022,3,225.0,2,1,1,False,4,21.0,100.0,West Sacramento,CA,38.57,-121.53
1724781,Chrysler 2014 Town country,2014,11,90.0,0,0,0,False,2,17.5,100.0,Sacramento,CA,38.62,-121.5
1716911,Winnebago Era 70X,2016,9,199.0,3,1,1,True,2,24.0,60.0,Elk Grove,CA,38.42,-121.42
1542162,Jayco Swift 20T,2021,4,220.0,2,1,1,False,2,20.0,100.0,Sacramento,CA,38.64,-121.52
1588689,Thor Motor Coach Sanctuary 19P,2022,3,227.0,1,1,0,False,3,20.0,100.0,Elk Grove,CA,38.4,-121.41
1658607,Toyota Toyota FJ,2007,18,127.0,0,0,0,False,5,15.0,0.0,Rio Linda,CA,38.7,-121.43
1745345,Thor Motor Coach Compass 23TE,2021,4,235.0,1,0,1,False,2,23.0,0.0,Roseville,CA,38.75,-121.3
1694327,Winnebago Revel 44E,2023,2,215.0,1,1,0,False,2,19.5,100.0,Sacramento,CA,38.56,-121.51
1733704,Jayco Swift 20A,2022,3,225.0,2,1,1,False,2,20.0,0.0,Stockton,CA,38.04,-121.25
1750319,Dodge Ram 1500,2018,7,140.0,0,0,0,False,2,18.0,0.0,Escalon,CA,37.81,-121.0
1591274,Thor Motor Coach Scope 18M,2022,3,199.0,1,0,1,False,2,18.0,100.0,Lincoln,CA,38.9,-121.28
1530977,Jayco Swift 20T,2021,4,220.0,2,1,1,False,2,20.0,95.0,Yuba City,CA,39.14,-121.63
1552881,Jayco Swift 20T,2021,4,220.0,2,1,1,False,2,20.0,97.143,Yuba City,CA,39.14,-121.63
1595728,Winnebago Travato 59G,2020,5,225.0,2,1,1,False,4,21.0,100.0,Modesto,CA,37.69,-120.94
1680631,Thor Motor Coach Sanctuary 19L,2022,3,150.0,2,1,1,False,2,19.0,100.0,Turlock,CA,37.51,-120.82
1171364,Roadtrek Agile SS,2016,9,209.0,3,1,1,True,2,20.0,100.0,Vallejo,CA,38.09,-122.19
1600840,Thor Sanctuary 19 P,2022,3,209.0,2,1,1,False,4,19.8,100.0,Oakley,CA,37.97,-121.73
1627386,Winnebago Solid 36A,2022,3,175.0,1,1,0,False,3,18.0,100.0,Oakley,CA,37.99,-121.74
1748492,Mercedes Benz Sprinter Sprinter,2019,6,350.0,1,0,1,False,6,24.0,0.0,Piedmont,CA,37.82,-122.24
1587036,Thor Scope 18M,2022,3,209.0,2,1,1,False,2,18.0,96.19,Fairfax,CA,37.99,-122.6
1750827,Midwest Automotive Designs Passage MD2 Lounge 170 EXT,2021,4,233.0,3,1,1,True,2,24.0,100.0,Fairfield,CA,38.27,-122.07
1532119,Jayco Swift 20T,2021,4,220.0,2,1,1,False,3,20.0,92.5,Suisun City,CA,38.24,-122.03
1729456,Winnebago Revel 44E,2024,1,215.0,1,1,0,False,3,20.0,100.0,Napa,CA,38.3,-122.32
1738549,mercedes Sprinter awd 144 High Roof,2024,1,295.0,1,1,0,False,4,20.0,100.0,San Rafael,CA,37.97,-122.55
1707902,Winnebago Revel 44E,2023,2,249.0,2,1,0,True,2,19.0,100.0,San Francisco,CA,37.75,-122.49
1555615,Thor Motor Coach Sanctuary 19P,2022,3,225.0,2,1,1,False,4,19.0,87.5,Dixon,CA,38.46,-121.84
1531194,Jayco Swift 20T,2021,4,220.0,2,1,1,False,2,20.0,80.0,Suisun City,CA,38.24,-122.03
1491987,Coachmen RV Beyond 22C,2020,5,233.0,2,1,1,False,2,22.0,60.0,Suisun City,CA,38.24,-122.03
1491896,Coachmen RV Beyond 22C,2020,5,233.0,2,1,1,False,2,22.0,92.727,Suisun City,CA,38.24,-122.03
1475221,GMC Safari Camper Conversion,2000,25,159.0,2,0,1,True,2,15.0,0.0,Sonoma,CA,38.3,-122.48
1756366,Thor Motor Coach Freedom Elite 17D,2026,-1,189.0,2,1,0,True,3,17.5,0.0,Brookings,OR,42.06,-124.28
1460797,Dodge Ram ProMaster,2017,8,225.0,1,0,1,False,2,19.0,100.0,Truckee,CA,39.34,-120.18
1197283,Winnebago Revel 44E,2019,6,275.0,2,1,1,False,3,19.0,100.0,Clovis,CA,36.8,-119.65
1738930,Winnebago Solis NPF Limited Edition 59P,2025,0,218.0,1,1,0,False,4,20.0,100.0,Clovis,CA,36.82,-119.7
1526414,Storyteller Overland Storyteller Overland Stealth MODE 4x4,2021,4,300.0,0,0,0,False,3,19.0,100.0,Clovis,CA,36.82,-119.65
1590916,Thor Motor Coach Sanctuary 19P,2022,3,225.0,2,1,1,False,2,19.0,100.0,Clovis,CA,36.82,-119.7
1694291,Winnebago Solis 59P,2023,2,214.0,1,1,0,False,4,19.0,100.0,Clovis,CA,36.82,-119.7
1694286,Winnebago Solis 59PX,2023,2,235.0,2,1,1,False,4,21.0,0.0,Clovis,CA,36.82,-119.7
1431828,Winnebago Era 70X,2019,6,225.0,1,1,0,False,2,24.0,88.571,Porterville,CA,36.12,-119.04
1248148,Winnebago Travato 59GL,2019,6,264.0,2,1,1,False,4,21.0,100.0,Sebastopol,CA,38.39,-122.81
1239613,Mercedes-Benz Sprinter 2500,2018,7,275.0,1,0,1,False,2,23.0,100.0,Santa Rosa,CA,38.45,-122.8
1668472,Pleasure-Way Excel TS2,1996,29,110.0,1,1,0,False,2,18.5,66.667,Santa Rosa,CA,38.42,-122.77
1733163,Winnebago Solis 59PX,2025,0,252.0,3,1,1,True,5,21.0,100.0,Los Angeles,CA,34.16,-118.61
1718998,Thor Motor Coach Tellaro 20J,2024,1,205.0,2,1,1,False,4,21.0,100.0,Los Angeles,CA,34.03,-118.37
1687410,Winnebago Solis 59P,2021,4,234.0,2,1,0,True,4,19.75,100.0,Los Angeles,CA,34.16,-118.51
1755690,Airstream RV Interstate Lounge EXT Lounge EXT,2016,9,212.0,2,1,1,False,2,24.0,0.0,Los Angeles,CA,34.03,-118.41
1595056,Winnebago Solis Pocket,2022,3,212.0,2,1,1,False,3,17.0,100.0,Los Angeles,CA,34.13,-118.2
1691637,Ford Ford E 150 XL,2004,21,80.0,0,0,0,False,2,18.0,0.0,Los Angeles,CA,34.12,-118.27
1736569,Midwest Automotive Designs Daycruiser 144 Plan B,2023,2,300.0,2,1,0,True,2,19.6,100.0,Monterey Park,CA,34.04,-118.13
1683027,Winnebago Revel 44E,2020,5,288.0,1,0,1,False,3,19.0,100.0,Los Angeles,CA,34.26,-118.59
1642777,Roadtrek Adventurous RS,2008,17,180.0,1,1,0,False,3,22.0,0.0,Glendale,CA,34.14,-118.27
1599429,Winnebago Boldt 70KL,2021,4,213.0,2,1,1,False,2,22.0,100.0,Los Angeles,CA,34.15,-118.43
1200300,Ford Ford E-150 Ford E-150,2004,21,149.0,2,0,1,True,3,18.0,0.0,Los Angeles,CA,34.01,-118.43
1441117,Roadtrek Popular 190,1992,33,185.0,2,1,1,False,2,19.0,0.0,Marina del Rey,CA,33.98,-118.46
1444343,Ram Ram Promaster 2500,2018,7,185.0,0,0,0,False,2,13.0,0.0,Los Angeles,CA,34.1,-118.35
1270070,FORD TRANSIT 350,2018,7,165.0,1,0,1,False,2,22.0,0.0,Santa Monica,CA,34.02,-118.47
1256467,Coachmen RV Galleria 24Q,2018,7,235.0,1,0,1,False,4,24.0,0.0,Santa Clarita,CA,34.4,-118.42
1030601,EHGNA Carado Banff,2019,6,230.0,2,1,1,False,2,19.5,100.0,Pasadena/Altadena,CA,34.21,-118.12
1698220,Ford Hi5 Campervan,2022,3,189.0,1,1,0,False,4,20.0,100.0,Inglewood,CA,33.97,-118.36
1737908,Thor Motor Coach Dazzle 2LB,2025,0,169.0,3,1,1,True,3,21.0,100.0,Huntington Beach,CA,33.74,-118.03
1592044,Thor Motor Coach Rize 18M,2023,2,159.0,3,1,1,True,2,18.0,100.0,Huntington Beach,CA,33.74,-118.03
1729203,Intervec Dodge Horizon 190,1987,38,135.0,3,1,1,True,4,19.0,0.0,Los Angeles,CA,33.95,-118.44
1639784,Midwest Automotive Designs Passage 144 FD2 Lounge,2021,4,250.0,1,0,1,False,2,19.0,90.0,Los Angeles,CA,34.02,-118.4
1677936,Roadtrek Simplicity SRT,2019,6,229.0,2,1,1,False,2,19.6,0.0,Los Angeles,CA,34.14,-118.22
1742045,Phoenix USA Phoenix Cruiser 2100,1998,27,135.0,2,1,1,False,4,19.0,0.0,Los Angeles,CA,33.95,-118.44
1748046,Coachmen RV Sportscoach RD 402TS,1991,34,135.0,3,1,1,True,6,20.0,0.0,Los Angeles,CA,33.95,-118.44
1621188,Mercedes Benz Sprinter 2500,2020,5,289.0,1,1,0,False,2,18.0,0.0,Marina del Rey,CA,33.98,-118.46
1755788,Winnebago Revel 44E,2024,1,235.0,2,0,1,True,3,19.0,0.0,Los Angeles,CA,34.21,-118.59
1708938,Winnebago Solis NPF Limited Edition 59P,2024,1,245.0,1,1,0,False,4,20.0,0.0,Santa Clarita,CA,34.42,-118.43
1156329,Gulf Stream RV BT Cruiser 5245,2006,19,139.0,2,1,1,False,4,24.0,0.0,Los Angeles,CA,34.21,-118.59
1619121,Thor Motor Coach Scope 18M,2023,2,174.0,2,1,1,False,2,18.0,100.0,Santa Clarita,CA,34.41,-118.56
1573969,Chevy Kuga Campervan,2013,12,60.0,1,1,0,False,3,19.0,0.0,Inglewood,CA,33.97,-118.36
1563063,Winnebago Solis 59P,2022,3,180.0,0,0,0,False,4,19.0,91.765,Garden Grove,CA,33.78,-118.04
1221996,Chevy Express Kuga,2013,12,105.0,1,1,0,False,3,19.0,97.143,Inglewood,CA,33.97,-118.36
1523359,Winnebago Solis 59PX,2021,4,227.0,2,1,1,False,4,21.0,100.0,Thousand Oaks,CA,34.19,-118.84
1698224,Ford Hi5 Campervan,2022,3,189.0,1,1,0,False,4,20.0,0.0,Inglewood,CA,33.97,-118.36
1573970,Chevy Kuga Campervan,2013,12,60.0,1,1,0,False,3,19.0,0.0,Inglewood,CA,33.97,-118.36
1183130,Ram Promaster 2500,2023,2,225.0,2,1,1,False,2,17.0,0.0,Glendale,CA,34.22,-118.25
1248584,"ram RAM Promaster 136""",2022,3,225.0,1,1,0,False,2,18.0,0.0,Glendale,CA,34.22,-118.25
1176276,RAM Promaster 1500,2023,2,225.0,1,1,0,False,2,17.0,0.0,Glendale,CA,34.22,-118.25
1740705,"RAM RAM Promaster 136""",2024,1,265.0,2,1,1,False,2,17.0,0.0,Glendale,CA,34.22,-118.25
1624096,Travois Mercedes Benz Evolve,2020,5,206.0,2,1,1,False,3,19.0,100.0,Santa Clarita,CA,34.44,-118.54
1449764,Chevy Express Kuga,2013,12,60.0,1,1,0,False,3,19.0,60.0,Inglewood,CA,33.97,-118.36
1698222,Ford Hi5 Campervan,2022,3,189.0,1,1,0,False,4,20.0,0.0,Inglewood,CA,33.97,-118.36
1520158,Winnebago Solis 59PX,2022,3,289.0,2,1,1,False,4,21.0,100.0,Los Angeles,CA,34.09,-118.23
1657629,Mercedes Sprinter 2500,2021,4,175.0,1,0,1,False,4,22.0,97.778,Costa Mesa,CA,33.66,-117.89
1757366,Mercedes Sprinter 2500 AWD,2024,1,178.0,2,1,1,False,3,23.0,0.0,Los Angeles County,CA,34.43,-118.62
1673726,Thor Motor Coach Tranquility 19P,2023,2,193.0,2,1,0,True,4,20.0,100.0,La Habra,CA,33.92,-117.96
1604169,Midwest Automotive Designs Passage 144 4x4 Loft Bed,2021,4,236.0,3,1,1,True,2,19.0,100.0,Los Angeles,CA,33.75,-118.32
1619386,Winnebago Solis 59P,2023,2,225.0,2,1,0,True,4,20.0,100.0,Garden Grove,CA,33.77,-117.97
